"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type","OTU_ID"
"OTU114","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU114"
"OTU115","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Pragmopora","","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU115"
"OTU116","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Constantinomyces","Constantinomyces macerans","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU116"
"OTU118","Fungi","Basidiomycota","Cystobasidiomycetes","","Symmetrosporaceae","Symmetrospora","","","epiphyte","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU118"
"OTU119","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU119"
"OTU120","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)","closed","","","","","","thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)","OTU120"
"OTU121","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU121"
"OTU122","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU122"
"OTU123","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma terrea","","soil_saprotroph","epiphyte","","","","soil","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU123"
"OTU125","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU125"
"OTU126","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU126"
"OTU127","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycocentrospora","","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots","","non-aquatic","","","filamentous_mycelium","other","","","","","","","other","OTU127"
"OTU128","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella lecaniicola","","animal_parasite","animal_decomposer","","","","animal_material","","non-aquatic","invertebrate_parasite","","filamentous_mycelium","","","","","","","","","OTU128"
"OTU129","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU129"
"OTU130","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU130"
"OTU131","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora magnoliae","","litter_saprotroph","","toxin-producing","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU131"
"OTU133","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Sydowia","Sydowia polyspora","","wood_saprotroph","plant_pathogen","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU133"
"OTU134","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU134"
"OTU136","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala mesophila","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU136"
"OTU137","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Neophaeomoniella","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU137"
"OTU138","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU138"
"OTU139","Fungi","Basidiomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU139"
"OTU140","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU140"
"OTU141","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU141"
"OTU142","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","","","dung_saprotroph","","","","","dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU142"
"OTU143","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma euphorbiae","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU143"
"OTU144","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Bhatiellae","Bhatiellae rosae","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU144"
"OTU145","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis epiphyscia","","lichen_parasite","fungal_decomposer","","no_endophytic_capacity","","fungal_material,algal_material","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU145"
"OTU146","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","","","plant_pathogen","wood_saprotroph","","","wood_pathogen","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","poroid","","","","","white_rot","polyporoid","OTU146"
"OTU147","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Phaeoisaria","","","wood_saprotroph","","","","","wood","soft_rot","partly_aquatic","","","filamentous_mycelium","none","none","","","","","soft_rot","none","OTU147"
"OTU148","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU148"
"OTU150","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina sacchari","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU150"
"OTU151","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium chernovii","","unspecified_saprotroph","","","","","","","partly_aquatic","opportunistic_human_parasite","","dimorphic_yeast","none","none","","","","","","none","OTU151"
"OTU152","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU152"
"OTU153","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma compressum","","wood_saprotroph","litter_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU153"
"OTU154","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU154"
"OTU155","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU155"
"OTU156","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae","","soil_saprotroph","","extremophile","","","soil","","non-aquatic","","","yeast","","","","","","","","","OTU156"
"OTU157","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Xenoseimatosporium","","","unspecified_saprotroph","","","","","","","","","","filamentous_mycelium","","","","","","","","","OTU157"
"OTU158","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU158"
"OTU159","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU159"
"OTU160","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots,algal_material","","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU160"
"OTU161","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Kabatiella","Kabatiella harpospora","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU161"
"OTU162","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia friedmannii","","unspecified_saprotroph","","extremophile","","","","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU162"
"OTU163","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU163"
"OTU164","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Tricharina","Tricharina cretea","","soil_saprotroph","foliar_endophyte","","foliar_endophyte","","leaf/fruit/seed,soil","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU164"
"OTU167","Fungi","Basidiomycota","Agaricomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU167"
"OTU171","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrype","Diatrype enteroxantha","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU171"
"OTU172","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma foliicola","","soil_saprotroph","","extremophile","","","soil","","non-aquatic","","","yeast","","","","","","","","","OTU172"
"OTU173","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU173"
"OTU174","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella irregularis","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU174"
"OTU175","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Sphaeropsis","","","plant_pathogen","litter_saprotroph","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU175"
"OTU176","Fungi","Ascomycota","Dothideomycetes","Myriangiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU176"
"OTU177","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella megalospora","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU177"
"OTU178","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU178"
"OTU179","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU179"
"OTU181","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","","","mycoparasite","","lichen_parasite_some_species","","","fungal_material","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU181"
"OTU182","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU182"
"OTU183","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","","","dung_saprotroph","foliar_endophyte","litter_saprotroph_some_species","foliar_endophyte","","leaf/fruit/seed,dung","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU183"
"OTU184","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia lunata","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots,algal_material","","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU184"
"OTU185","Fungi","Basidiomycota","Cystobasidiomycetes","","Symmetrosporaceae","Symmetrospora","Symmetrospora oryzicola","","epiphyte","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU185"
"OTU186","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Tubakiaceae","Tubakia","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU186"
"OTU187","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Melanocucurbitaria","Melanocucurbitaria uzbekistanica","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU187"
"OTU188","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Podosphaera","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","closed","","","","","","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","OTU188"
"OTU189","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU189"
"OTU190","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Blumeria","Blumeria graminis","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","closed","","","","","","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","OTU190"
"OTU191","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Xylobolus","Xylobolus princeps","","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","smooth","","","","","white_rot","polyporoid","OTU191"
"OTU192","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/russula-lactarius","","","","agaricoid","OTU192"
"OTU193","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Lapidomyces","Lapidomyces aloidendricola","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU193"
"OTU194","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Alpinaria","","","plant_pathogen","wood_saprotroph","","no_endophytic_capacity","wood_pathogen","wood","","non-aquatic","","Rhododendron","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU194"
"OTU195","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU195"
"OTU196","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Lasiobolus","Lasiobolus papillatus","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU196"
"OTU197","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Pleurophoma","","","plant_pathogen","wood_saprotroph","","no_endophytic_capacity","wood_pathogen","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU197"
"OTU198","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria eureka","","plant_pathogen","litter_saprotroph","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","soft_rot","perithecium_(hymenium_hidden,_narrow_opening)","OTU198"
"OTU199","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","Phaeococcomyces eucalypti","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU199"
"OTU200","Fungi","Ascomycota","Sordariomycetes","Sordariales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU200"
"OTU201","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Petrophila","","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU201"
